size of the array,time of ArrayStack,time of LinkedListStack
2620,42.0,42.0
2621,42.0,42.0
2622,42.0,41.0
2623,41.0,42.0
2624,42.0,42.0
2625,42.0,41.0
2626,41.0,42.0
2627,41.0,42.0
2628,84.0,41.0
2629,41.0,42.0
2630,84.0,83.0
2631,84.0,41.0
2632,42.0,41.0
2633,41.0,42.0
2634,42.0,42.0
2635,42.0,42.0
2636,41.0,42.0
2637,42.0,41.0
2638,42.0,42.0
2639,42.0,83.0
2640,42.0,42.0
2641,42.0,42.0
2642,42.0,41.0
2643,42.0,42.0
2644,42.0,42.0
2645,42.0,41.0
2646,42.0,42.0
2647,42.0,42.0
2648,42.0,41.0
2649,41.0,42.0
2650,42.0,42.0
2651,42.0,41.0
2652,41.0,42.0
2653,42.0,41.0
2654,41.0,42.0
2655,42.0,42.0
2656,42.0,41.0
2657,42.0,42.0
2658,41.0,42.0
2659,42.0,41.0
2660,41.0,42.0
2661,42.0,42.0
2662,42.0,41.0
2663,41.0,42.0
2664,42.0,42.0
2665,41.0,42.0
2666,42.0,41.0
2667,42.0,42.0
2668,42.0,41.0
2669,41.0,84.0
2670,42.0,41.0
2671,41.0,42.0
2672,42.0,42.0
2673,42.0,41.0
2674,42.0,42.0
2675,42.0,41.0
2676,42.0,42.0
2677,42.0,83.0
2678,42.0,42.0
2679,42.0,42.0
2680,42.0,41.0
2681,41.0,42.0
2682,42.0,41.0
2683,42.0,42.0
2684,42.0,42.0
2685,0.0,41.0
2686,42.0,41.0
2687,42.0,42.0
2688,42.0,42.0
2689,41.0,84.0
2690,42.0,41.0
2691,41.0,42.0
2692,42.0,42.0
2693,42.0,41.0
2694,42.0,42.0
2695,42.0,42.0
2696,42.0,41.0
2697,41.0,42.0
2698,42.0,42.0
2699,83.0,42.0
2700,41.0,42.0
2701,42.0,41.0
2702,41.0,42.0
2703,41.0,42.0
2704,42.0,41.0
2705,41.0,42.0
2706,41.0,42.0
2707,42.0,42.0
2708,41.0,42.0
2709,42.0,83.0
2710,41.0,42.0
2711,42.0,42.0
2712,42.0,41.0
2713,42.0,42.0
2714,42.0,42.0
2715,42.0,41.0
2716,0.0,42.0
2717,41.0,42.0
2718,41.0,42.0
2719,42.0,41.0
2720,41.0,42.0
2721,41.0,42.0
2722,41.0,42.0
2723,41.0,42.0
2724,42.0,41.0
2725,41.0,42.0
2726,42.0,42.0
2727,42.0,41.0
2728,42.0,42.0
2729,42.0,42.0
2730,42.0,41.0
2731,42.0,41.0
2732,42.0,42.0
2733,42.0,83.0
2734,41.0,84.0
2735,42.0,42.0
2736,42.0,83.0
2737,42.0,42.0
2738,42.0,83.0
2739,42.0,42.0
2740,42.0,83.0
2741,42.0,42.0
2742,42.0,83.0
2743,42.0,41.0
2744,41.0,42.0
2745,42.0,41.0
2746,41.0,84.0
2747,42.0,41.0
2748,41.0,42.0
2749,0.0,41.0
2750,41.0,42.0
2751,42.0,42.0
2752,42.0,42.0
2753,0.0,42.0
2754,42.0,83.0
2755,41.0,42.0
2756,42.0,41.0
2757,41.0,42.0
2758,42.0,41.0
2759,42.0,42.0
2760,42.0,83.0
2761,42.0,42.0
2762,42.0,83.0
2763,42.0,42.0
2764,42.0,83.0
2765,42.0,42.0
2766,42.0,83.0
2767,0.0,42.0
2768,42.0,41.0
2769,41.0,42.0
2770,41.0,84.0
2771,0.0,42.0
2772,41.0,84.0
2773,42.0,42.0
2774,42.0,41.0
2775,42.0,42.0
2776,41.0,42.0
2777,42.0,41.0
2778,41.0,42.0
2779,41.0,42.0
2780,42.0,41.0
2781,0.0,42.0
2782,41.0,42.0
2783,42.0,41.0
2784,41.0,84.0
2785,42.0,41.0
2786,42.0,42.0
2787,41.0,84.0
2788,42.0,83.0
2789,41.0,42.0
2790,42.0,42.0
2791,42.0,41.0
2792,42.0,42.0
2793,83.0,42.0
2794,42.0,41.0
2795,42.0,41.0
2796,42.0,42.0
2797,42.0,42.0
2798,42.0,41.0
2799,0.0,42.0
2800,42.0,42.0
2801,42.0,42.0
2802,42.0,41.0
2803,41.0,42.0
2804,42.0,41.0
2805,42.0,42.0
2806,42.0,42.0
2807,42.0,41.0
2808,42.0,42.0
2809,42.0,42.0
2810,42.0,41.0
2811,42.0,42.0
2812,42.0,42.0
2813,42.0,41.0
2814,41.0,42.0
2815,42.0,42.0
2816,42.0,41.0
2817,41.0,42.0
2818,42.0,83.0
2819,0.0,42.0
2820,42.0,42.0
2821,0.0,41.0
2822,42.0,41.0
2823,41.0,42.0
2824,42.0,41.0
2825,41.0,42.0
2826,42.0,42.0
2827,42.0,83.0
2828,41.0,42.0
2829,42.0,42.0
2830,42.0,41.0
2831,41.0,42.0
2832,41.0,42.0
2833,42.0,41.0
2834,41.0,42.0
2835,0.0,42.0
2836,41.0,84.0
2837,42.0,41.0
2838,42.0,42.0
2839,42.0,41.0
2840,42.0,42.0
2841,42.0,42.0
2842,42.0,41.0
2843,42.0,42.0
2844,42.0,42.0
2845,42.0,41.0
2846,42.0,42.0
2847,42.0,42.0
2848,42.0,41.0
2849,41.0,42.0
2850,42.0,42.0
2851,42.0,41.0
2852,42.0,42.0
2853,42.0,42.0
2854,42.0,41.0
2855,42.0,42.0
2856,42.0,42.0
2857,42.0,41.0
2858,41.0,42.0
2859,42.0,42.0
2860,42.0,84.0
2861,0.0,41.0
2862,42.0,41.0
2863,42.0,42.0
2864,42.0,42.0
2865,41.0,42.0
2866,42.0,42.0
2867,0.0,41.0
2868,42.0,41.0
2869,0.0,42.0
2870,84.0,41.0
2871,42.0,42.0
2872,42.0,41.0
2873,41.0,42.0
2874,42.0,42.0
2875,42.0,41.0
2876,41.0,42.0
2877,42.0,42.0
2878,42.0,41.0
2879,41.0,42.0
2880,0.0,42.0
2881,41.0,42.0
2882,42.0,42.0
2883,42.0,41.0
2884,0.0,42.0
2885,41.0,42.0
2886,42.0,41.0
2887,42.0,42.0
2888,41.0,42.0
2889,42.0,83.0
2890,42.0,42.0
2891,41.0,84.0
2892,42.0,41.0
2893,42.0,42.0
2894,41.0,42.0
2895,42.0,83.0
2896,42.0,42.0
2897,41.0,42.0
2898,42.0,83.0
2899,41.0,84.0
2900,42.0,41.0
2901,42.0,42.0
2902,41.0,42.0
2903,42.0,83.0
2904,84.0,83.0
2905,42.0,83.0
2906,42.0,42.0
2907,42.0,83.0
2908,0.0,42.0
2909,41.0,42.0
2910,42.0,83.0
2911,41.0,42.0
2912,0.0,42.0
2913,42.0,83.0
2914,42.0,42.0
2915,41.0,42.0
2916,42.0,83.0
2917,42.0,42.0
2918,41.0,84.0
2919,42.0,83.0
2920,42.0,42.0
2921,83.0,42.0
2922,42.0,41.0
2923,42.0,42.0
2924,42.0,42.0
2925,42.0,41.0
2926,42.0,42.0
2927,42.0,83.0
2928,41.0,42.0
2929,41.0,42.0
2930,42.0,41.0
2931,42.0,42.0
2932,41.0,84.0
2933,42.0,41.0
2934,41.0,84.0
2935,42.0,83.0
2936,41.0,42.0
2937,41.0,42.0
2938,0.0,41.0
2939,41.0,84.0
2940,42.0,41.0
2941,41.0,42.0
2942,42.0,41.0
2943,41.0,42.0
2944,42.0,42.0
2945,42.0,83.0
2946,42.0,0.0
2947,42.0,42.0
2948,0.0,41.0
2949,0.0,41.0
2950,42.0,41.0
2951,0.0,41.0
2952,42.0,41.0
2953,41.0,42.0
2954,42.0,41.0
2955,0.0,42.0
2956,42.0,42.0
2957,42.0,42.0
2958,42.0,41.0
2959,41.0,42.0
2960,42.0,42.0
2961,42.0,41.0
2962,41.0,42.0
2963,41.0,42.0
2964,42.0,42.0
2965,41.0,42.0
2966,42.0,83.0
2967,41.0,42.0
2968,42.0,41.0
2969,42.0,0.0
2970,41.0,42.0
2971,42.0,83.0
2972,42.0,42.0
2973,41.0,84.0
2974,42.0,42.0
2975,83.0,83.0
2976,42.0,42.0
2977,41.0,0.0
2978,42.0,83.0
2979,42.0,42.0
2980,42.0,83.0
2981,42.0,83.0
2982,41.0,42.0
2983,42.0,41.0
2984,42.0,83.0
2985,41.0,42.0
2986,42.0,0.0
2987,42.0,83.0
2988,41.0,42.0
2989,42.0,83.0
2990,42.0,42.0
2991,42.0,83.0
2992,42.0,83.0
2993,41.0,42.0
2994,42.0,83.0
2995,42.0,42.0
2996,41.0,42.0
2997,42.0,83.0
2998,42.0,83.0
2999,41.0,42.0
3000,42.0,83.0
3001,42.0,0.0
3002,0.0,42.0
3003,41.0,84.0
3004,42.0,41.0
3005,42.0,42.0
3006,41.0,84.0
3007,42.0,41.0
3008,83.0,84.0
3009,42.0,83.0
3010,41.0,42.0
3011,125.0,0.0
3012,42.0,83.0
3013,0.0,42.0
3014,41.0,84.0
3015,42.0,83.0
3016,42.0,42.0
3017,41.0,42.0
3018,42.0,83.0
3019,0.0,42.0
3020,0.0,42.0
3021,41.0,84.0
3022,42.0,42.0
3023,42.0,41.0
3024,42.0,42.0
3025,0.0,41.0
3026,42.0,41.0
3027,41.0,42.0
3028,0.0,42.0
3029,42.0,41.0
3030,42.0,42.0
3031,42.0,42.0
3032,42.0,41.0
3033,0.0,42.0
3034,42.0,42.0
3035,42.0,41.0
3036,41.0,42.0
3037,42.0,42.0
3038,41.0,42.0
3039,42.0,42.0
3040,42.0,42.0
3041,42.0,41.0
3042,0.0,42.0
3043,42.0,42.0
3044,42.0,42.0
3045,42.0,41.0
3046,41.0,42.0
3047,42.0,41.0
3048,0.0,41.0
3049,42.0,41.0
3050,42.0,41.0
3051,0.0,42.0
3052,0.0,83.0
3053,42.0,41.0
3054,42.0,42.0
3055,41.0,42.0
3056,42.0,41.0
3057,42.0,42.0
3058,42.0,41.0
3059,41.0,42.0
3060,41.0,42.0
3061,42.0,41.0
3062,41.0,42.0
3063,42.0,42.0
3064,0.0,41.0
3065,42.0,41.0
3066,0.0,42.0
3067,41.0,42.0
3068,41.0,42.0
3069,42.0,41.0
3070,0.0,42.0
3071,41.0,250.0
3072,41.0,42.0
3073,125.0,84.0
3074,42.0,41.0
3075,41.0,42.0
3076,42.0,42.0
3077,0.0,42.0
3078,42.0,41.0
3079,41.0,42.0
3080,42.0,42.0
3081,42.0,41.0
3082,41.0,42.0
3083,42.0,42.0
3084,42.0,41.0
3085,41.0,42.0
3086,42.0,42.0
3087,42.0,41.0
3088,42.0,42.0
3089,42.0,42.0
3090,42.0,41.0
3091,0.0,42.0
3092,41.0,42.0
3093,0.0,42.0
3094,42.0,41.0
3095,0.0,42.0
3096,41.0,42.0
3097,41.0,42.0
3098,42.0,41.0
3099,0.0,41.0
3100,42.0,41.0
3101,0.0,42.0
3102,42.0,42.0
3103,41.0,42.0
3104,42.0,42.0
3105,42.0,41.0
3106,0.0,42.0
3107,41.0,42.0
3108,0.0,42.0
3109,42.0,42.0
3110,42.0,42.0
3111,42.0,41.0
3112,41.0,42.0
3113,42.0,41.0
3114,41.0,42.0
3115,42.0,42.0
3116,42.0,41.0
3117,41.0,42.0
3118,42.0,42.0
3119,42.0,41.0
3120,42.0,42.0
3121,0.0,42.0
3122,41.0,42.0
3123,42.0,42.0
3124,42.0,41.0
3125,41.0,42.0
3126,0.0,42.0
3127,42.0,42.0
3128,42.0,41.0
3129,0.0,42.0
3130,41.0,42.0
3131,0.0,42.0
3132,42.0,42.0
3133,42.0,41.0
3134,41.0,42.0
3135,41.0,42.0
3136,42.0,41.0
3137,42.0,42.0
3138,42.0,41.0
3139,41.0,42.0
3140,42.0,42.0
3141,0.0,41.0
3142,42.0,41.0
3143,41.0,42.0
3144,42.0,41.0
3145,42.0,42.0
3146,0.0,41.0
3147,42.0,41.0
3148,41.0,42.0
3149,0.0,42.0
3150,0.0,42.0
3151,41.0,42.0
3152,42.0,42.0
3153,42.0,41.0
3154,0.0,42.0
3155,42.0,42.0
3156,42.0,42.0
3157,42.0,41.0
3158,42.0,42.0
3159,42.0,42.0
3160,0.0,41.0
3161,42.0,41.0
3162,42.0,42.0
3163,42.0,42.0
3164,42.0,41.0
3165,41.0,42.0
3166,42.0,42.0
3167,42.0,41.0
3168,41.0,42.0
3169,41.0,42.0
3170,42.0,42.0
3171,42.0,41.0
3172,41.0,42.0
3173,42.0,41.0
3174,41.0,84.0
3175,42.0,41.0
3176,41.0,42.0
3177,42.0,41.0
3178,0.0,42.0
3179,41.0,84.0
3180,42.0,84.0
3181,42.0,83.0
3182,42.0,42.0
3183,42.0,41.0
3184,41.0,42.0
3185,42.0,42.0
3186,42.0,41.0
3187,41.0,42.0
3188,42.0,41.0
3189,0.0,42.0
3190,41.0,42.0
3191,0.0,42.0
3192,42.0,42.0
3193,0.0,41.0
3194,42.0,41.0
3195,0.0,42.0
3196,41.0,42.0
3197,42.0,42.0
3198,42.0,41.0
3199,41.0,42.0
3200,0.0,42.0
3201,13500.0,42.0
3202,41.0,42.0
3203,42.0,42.0
3204,42.0,42.0
3205,0.0,41.0
3206,42.0,41.0
3207,0.0,42.0
3208,41.0,42.0
3209,0.0,42.0
3210,42.0,42.0
3211,0.0,41.0
3212,42.0,41.0
3213,0.0,42.0
3214,0.0,42.0
3215,42.0,41.0
3216,42.0,42.0
3217,42.0,41.0
3218,42.0,42.0
3219,42.0,42.0
3220,42.0,83.0
3221,42.0,41.0
3222,41.0,42.0
3223,0.0,42.0
3224,42.0,42.0
3225,41.0,42.0
3226,42.0,41.0
3227,42.0,42.0
3228,42.0,42.0
3229,0.0,41.0
3230,42.0,42.0
3231,42.0,42.0
3232,42.0,41.0
3233,41.0,42.0
3234,41.0,42.0
3235,0.0,42.0
3236,41.0,42.0
3237,42.0,42.0
3238,0.0,41.0
3239,42.0,41.0
3240,41.0,42.0
3241,42.0,42.0
3242,42.0,41.0
3243,0.0,42.0
3244,41.0,42.0
3245,41.0,42.0
3246,42.0,41.0
3247,42.0,42.0
3248,0.0,42.0
3249,42.0,42.0
3250,42.0,42.0
3251,0.0,42.0
3252,41.0,42.0
3253,42.0,41.0
3254,41.0,42.0
3255,41.0,42.0
3256,42.0,41.0
3257,0.0,42.0
3258,41.0,42.0
3259,0.0,42.0
3260,0.0,42.0
3261,42.0,42.0
3262,42.0,41.0
3263,41.0,42.0
3264,42.0,42.0
3265,42.0,41.0
3266,41.0,42.0
3267,41.0,42.0
3268,42.0,42.0
3269,42.0,41.0
3270,41.0,42.0
3271,42.0,42.0
3272,0.0,41.0
3273,0.0,41.0
3274,42.0,41.0
3275,42.0,41.0
3276,42.0,42.0
3277,42.0,41.0
3278,42.0,42.0
3279,41.0,42.0
3280,42.0,41.0
3281,41.0,42.0
3282,0.0,41.0
3283,0.0,41.0
3284,41.0,84.0
3285,0.0,42.0
3286,42.0,42.0
3287,42.0,41.0
3288,42.0,41.0
3289,42.0,83.0
3290,42.0,125.0
3291,41.0,42.0
3292,42.0,41.0
3293,41.0,42.0
3294,41.0,42.0
3295,42.0,41.0
3296,42.0,83.0
3297,41.0,42.0
3298,41.0,42.0
3299,42.0,41.0
3300,41.0,42.0
3301,41.0,42.0
3302,42.0,41.0
3303,42.0,42.0
3304,41.0,42.0
3305,41.0,42.0
3306,42.0,42.0
3307,42.0,41.0
3308,0.0,42.0
3309,41.0,42.0
3310,42.0,41.0
3311,42.0,42.0
3312,42.0,42.0
3313,42.0,41.0
3314,42.0,42.0
3315,42.0,41.0
3316,42.0,42.0
3317,42.0,42.0
3318,42.0,42.0
3319,41.0,42.0
3320,42.0,83.0
3321,41.0,84.0
3322,42.0,42.0
3323,41.0,42.0
3324,42.0,42.0
3325,42.0,42.0
3326,0.0,42.0
3327,42.0,42.0
3328,42.0,41.0
3329,83.0,42.0
3330,42.0,41.0
3331,41.0,42.0
3332,41.0,42.0
3333,42.0,41.0
3334,41.0,42.0
3335,41.0,42.0
3336,42.0,41.0
3337,42.0,42.0
3338,42.0,42.0
3339,42.0,41.0
3340,42.0,42.0
3341,42.0,42.0
3342,42.0,42.0
3343,41.0,42.0
3344,42.0,41.0
3345,41.0,42.0
3346,41.0,42.0
3347,42.0,41.0
3348,42.0,42.0
3349,42.0,42.0
3350,41.0,42.0
3351,0.0,41.0
3352,42.0,41.0
3353,42.0,83.0
3354,41.0,83.0
3355,42.0,42.0
3356,42.0,83.0
3357,42.0,42.0
3358,41.0,42.0
3359,42.0,83.0
3360,42.0,42.0
3361,41.0,84.0
3362,42.0,41.0
3363,83.0,42.0
3364,42.0,83.0
3365,41.0,42.0
3366,41.0,84.0
3367,42.0,83.0
3368,41.0,42.0
3369,42.0,83.0
3370,41.0,42.0
3371,42.0,42.0
3372,42.0,41.0
3373,42.0,42.0
3374,42.0,42.0
3375,0.0,41.0
3376,42.0,41.0
3377,0.0,41.0
3378,42.0,41.0
3379,41.0,42.0
3380,42.0,42.0
3381,41.0,42.0
3382,42.0,42.0
3383,0.0,42.0
3384,41.0,42.0
3385,41.0,42.0
3386,42.0,41.0
3387,42.0,41.0
3388,0.0,42.0
3389,42.0,42.0
3390,42.0,83.0
3391,41.0,42.0
3392,83.0,42.0
3393,41.0,42.0
3394,42.0,41.0
3395,42.0,42.0
3396,41.0,42.0
3397,42.0,41.0
3398,42.0,42.0
3399,0.0,42.0
3400,42.0,42.0
3401,84.0,41.0
3402,42.0,42.0
3403,42.0,42.0
3404,42.0,41.0
3405,42.0,42.0
3406,42.0,42.0
3407,42.0,41.0
3408,42.0,42.0
3409,42.0,42.0
3410,42.0,41.0
3411,41.0,42.0
3412,42.0,42.0
3413,42.0,41.0
3414,41.0,42.0
3415,42.0,42.0
3416,0.0,41.0
3417,42.0,41.0
3418,42.0,42.0
3419,0.0,42.0
3420,0.0,42.0
3421,42.0,41.0
3422,42.0,41.0
3423,0.0,41.0
3424,42.0,41.0
3425,41.0,84.0
3426,42.0,42.0
3427,42.0,41.0
3428,0.0,42.0
3429,41.0,42.0
3430,41.0,42.0
3431,42.0,41.0
3432,42.0,42.0
3433,42.0,42.0
3434,42.0,41.0
3435,41.0,42.0
3436,42.0,42.0
3437,42.0,41.0
3438,41.0,42.0
3439,42.0,42.0
3440,42.0,41.0
3441,42.0,42.0
3442,42.0,42.0
3443,42.0,41.0
3444,41.0,42.0
3445,42.0,42.0
3446,42.0,41.0
3447,41.0,42.0
3448,41.0,42.0
3449,0.0,41.0
3450,42.0,41.0
3451,41.0,42.0
3452,42.0,42.0
3453,42.0,41.0
3454,0.0,42.0
3455,41.0,42.0
3456,0.0,83.0
3457,42.0,42.0
3458,41.0,42.0
3459,42.0,42.0
3460,42.0,41.0
3461,0.0,42.0
3462,41.0,42.0
3463,41.0,42.0
3464,42.0,41.0
3465,41.0,42.0
3466,41.0,42.0
3467,42.0,41.0
3468,42.0,42.0
3469,42.0,42.0
3470,0.0,41.0
3471,42.0,41.0
3472,42.0,42.0
3473,42.0,42.0
3474,41.0,42.0
3475,42.0,42.0
3476,42.0,42.0
3477,42.0,41.0
3478,41.0,42.0
3479,41.0,42.0
3480,42.0,41.0
3481,42.0,42.0
3482,41.0,42.0
3483,42.0,42.0
3484,42.0,83.0
3485,42.0,41.0
3486,41.0,42.0
3487,42.0,42.0
3488,0.0,41.0
3489,42.0,41.0
3490,41.0,42.0
3491,42.0,42.0
3492,42.0,41.0
3493,41.0,84.0
3494,0.0,41.0
3495,42.0,41.0
3496,41.0,42.0
3497,41.0,42.0
3498,42.0,41.0
3499,0.0,42.0
3500,41.0,42.0
3501,42.0,42.0
3502,42.0,42.0
3503,42.0,42.0
3504,42.0,41.0
3505,41.0,42.0
3506,41.0,42.0
3507,42.0,41.0
3508,41.0,42.0
3509,42.0,42.0
3510,41.0,42.0
3511,42.0,42.0
3512,42.0,41.0
3513,42.0,42.0
3514,42.0,42.0
3515,42.0,41.0
3516,41.0,42.0
3517,42.0,42.0
3518,0.0,41.0
3519,42.0,41.0
3520,41.0,42.0
3521,42.0,42.0
3522,42.0,41.0
3523,41.0,42.0
3524,42.0,42.0
3525,41.0,84.0
3526,42.0,42.0
3527,42.0,83.0
3528,42.0,42.0
3529,42.0,42.0
3530,42.0,41.0
3531,0.0,959.0
3532,42.0,41.0
3533,41.0,42.0
3534,42.0,42.0
3535,42.0,41.0
3536,42.0,42.0
3537,42.0,42.0
3538,42.0,41.0
3539,41.0,42.0
3540,42.0,42.0
3541,0.0,41.0
3542,0.0,41.0
3543,0.0,41.0
3544,0.0,41.0
3545,0.0,41.0
3546,42.0,41.0
3547,41.0,42.0
3548,42.0,42.0
3549,42.0,41.0
3550,41.0,42.0
3551,41.0,42.0
3552,0.0,41.0
3553,0.0,41.0
3554,42.0,41.0
3555,41.0,42.0
3556,42.0,42.0
3557,0.0,41.0
3558,0.0,41.0
3559,41.0,42.0
3560,42.0,41.0
3561,41.0,42.0
3562,41.0,42.0
3563,42.0,41.0
3564,42.0,42.0
3565,83.0,42.0
3566,0.0,41.0
3567,42.0,41.0
3568,41.0,42.0
3569,42.0,42.0
3570,42.0,42.0
3571,84.0,41.0
3572,42.0,42.0
3573,42.0,41.0
3574,41.0,42.0
3575,42.0,41.0
3576,41.0,42.0
3577,42.0,42.0
3578,42.0,41.0
3579,41.0,42.0
3580,0.0,42.0
3581,42.0,42.0
3582,42.0,42.0
3583,42.0,166.0
3584,167.0,292.0
3585,41.0,42.0
3586,42.0,42.0
3587,41.0,42.0
3588,42.0,41.0
3589,41.0,42.0
3590,42.0,42.0
3591,84.0,41.0
3592,0.0,42.0
3593,42.0,83.0
3594,0.0,42.0
3595,0.0,42.0
3596,42.0,41.0
3597,41.0,84.0
3598,42.0,41.0
3599,41.0,42.0
3600,42.0,41.0
3601,41.0,42.0
3602,42.0,41.0
3603,41.0,42.0
3604,42.0,42.0
3605,42.0,42.0
3606,42.0,42.0
3607,0.0,42.0
3608,0.0,41.0
3609,41.0,42.0
3610,0.0,41.0
3611,42.0,41.0
3612,0.0,42.0
3613,42.0,42.0
3614,42.0,42.0
3615,42.0,42.0
3616,41.0,42.0
3617,42.0,41.0
3618,41.0,42.0
3619,0.0,41.0
3620,0.0,42.0
3621,41.0,42.0
3622,42.0,42.0
3623,42.0,42.0
3624,0.0,42.0
3625,41.0,42.0
3626,42.0,42.0
3627,42.0,42.0
3628,41.0,83.0
3629,42.0,41.0
3630,42.0,42.0
3631,0.0,42.0
3632,41.0,42.0
3633,0.0,42.0
3634,0.0,42.0
3635,42.0,41.0
3636,42.0,41.0
3637,42.0,42.0
3638,42.0,42.0
3639,0.0,42.0
3640,42.0,41.0
3641,0.0,42.0
3642,42.0,83.0
3643,41.0,42.0
3644,41.0,42.0
3645,42.0,83.0
3646,0.0,42.0
3647,42.0,42.0
3648,42.0,41.0
3649,0.0,42.0
3650,42.0,41.0
3651,42.0,42.0
3652,42.0,42.0
3653,42.0,42.0
3654,42.0,42.0
3655,42.0,41.0
3656,42.0,41.0
3657,42.0,125.0
3658,42.0,125.0
3659,42.0,42.0
3660,42.0,41.0
3661,42.0,83.0
3662,41.0,42.0
3663,41.0,42.0
3664,42.0,42.0
3665,0.0,41.0
3666,42.0,41.0
3667,42.0,41.0
3668,41.0,83.0
3669,83.0,83.0
3670,42.0,42.0
3671,41.0,83.0
3672,0.0,42.0
3673,42.0,41.0
3674,0.0,41.0
3675,41.0,42.0
3676,41.0,84.0
3677,41.0,84.0
3678,41.0,42.0
3679,42.0,42.0
3680,0.0,42.0
3681,42.0,83.0
3682,41.0,42.0
3683,42.0,42.0
3684,0.0,42.0
3685,42.0,41.0
3686,42.0,41.0
3687,0.0,42.0
3688,42.0,41.0
3689,125.0,42.0
3690,0.0,42.0
3691,42.0,41.0
3692,42.0,42.0
3693,41.0,42.0
3694,41.0,42.0
3695,41.0,42.0
3696,42.0,42.0
3697,42.0,42.0
3698,42.0,42.0
3699,0.0,42.0
3700,42.0,42.0
3701,42.0,42.0
3702,42.0,42.0
3703,41.0,84.0
3704,41.0,84.0
3705,41.0,42.0
3706,0.0,42.0
3707,42.0,42.0
3708,41.0,42.0
3709,41.0,42.0
3710,42.0,41.0
3711,42.0,42.0
3712,0.0,42.0
3713,0.0,41.0
3714,41.0,42.0
3715,41.0,42.0
3716,42.0,41.0
3717,42.0,42.0
3718,0.0,84.0
3719,42.0,42.0
3720,42.0,42.0
3721,41.0,42.0
3722,42.0,41.0
3723,0.0,41.0
3724,41.0,42.0
3725,0.0,42.0
3726,42.0,42.0
3727,41.0,42.0
3728,42.0,41.0
3729,42.0,42.0
3730,42.0,42.0
3731,42.0,41.0
3732,125.0,42.0
3733,41.0,84.0
3734,0.0,42.0
3735,42.0,42.0
3736,41.0,42.0
3737,42.0,41.0
3738,0.0,42.0
3739,0.0,41.0
3740,41.0,42.0
3741,42.0,41.0
3742,42.0,42.0
3743,41.0,42.0
3744,42.0,41.0
3745,41.0,42.0
3746,41.0,42.0
3747,41.0,42.0
3748,42.0,41.0
3749,42.0,42.0
3750,42.0,42.0
3751,42.0,41.0
3752,41.0,42.0
3753,41.0,84.0
3754,42.0,41.0
3755,42.0,42.0
3756,42.0,41.0
3757,42.0,42.0
3758,42.0,41.0
3759,41.0,42.0
3760,42.0,42.0
3761,42.0,41.0
3762,42.0,42.0
3763,41.0,42.0
3764,42.0,42.0
3765,42.0,41.0
3766,41.0,84.0
3767,42.0,41.0
3768,42.0,42.0
3769,41.0,42.0
3770,42.0,83.0
3771,0.0,41.0
3772,0.0,41.0
3773,42.0,42.0
3774,42.0,41.0
3775,42.0,41.0
3776,42.0,41.0
3777,42.0,41.0
3778,42.0,42.0
3779,41.0,42.0
3780,42.0,42.0
3781,0.0,41.0
3782,42.0,41.0
3783,42.0,42.0
3784,41.0,42.0
3785,42.0,42.0
3786,42.0,41.0
3787,42.0,42.0
3788,41.0,84.0
3789,42.0,41.0
3790,42.0,83.0
3791,42.0,41.0
3792,42.0,42.0
3793,41.0,42.0
3794,42.0,83.0
3795,42.0,41.0
3796,42.0,83.0
3797,916.0,42.0
3798,42.0,41.0
3799,41.0,42.0
3800,41.0,42.0
3801,41.0,42.0
3802,42.0,41.0
3803,0.0,42.0
3804,0.0,42.0
3805,42.0,42.0
3806,41.0,42.0
3807,42.0,41.0
3808,42.0,41.0
3809,42.0,83.0
3810,0.0,42.0
3811,42.0,83.0
3812,41.0,84.0
3813,42.0,42.0
3814,42.0,42.0
3815,42.0,42.0
3816,42.0,41.0
3817,42.0,41.0
3818,42.0,42.0
3819,41.0,42.0
3820,41.0,42.0
3821,42.0,42.0
3822,42.0,41.0
3823,42.0,41.0
3824,42.0,42.0
3825,41.0,42.0
3826,41.0,42.0
3827,42.0,42.0
3828,42.0,42.0
3829,42.0,41.0
3830,42.0,41.0
3831,42.0,42.0
3832,42.0,42.0
3833,42.0,41.0
3834,42.0,41.0
3835,42.0,42.0
3836,42.0,41.0
3837,41.0,42.0
3838,42.0,42.0
3839,42.0,41.0
3840,0.0,42.0
3841,42.0,41.0
3842,41.0,42.0
3843,41.0,42.0
3844,42.0,42.0
3845,42.0,42.0
3846,42.0,41.0
3847,42.0,41.0
3848,42.0,42.0
3849,41.0,42.0
3850,41.0,42.0
3851,42.0,83.0
3852,42.0,41.0
3853,42.0,41.0
3854,42.0,42.0
3855,42.0,83.0
3856,0.0,41.0
3857,42.0,42.0
3858,42.0,41.0
3859,42.0,41.0
3860,41.0,42.0
3861,42.0,42.0
3862,42.0,42.0
3863,42.0,41.0
3864,0.0,42.0
3865,42.0,41.0
3866,0.0,42.0
3867,42.0,41.0
3868,42.0,41.0
3869,42.0,42.0
3870,42.0,41.0
3871,42.0,41.0
3872,42.0,41.0
3873,42.0,42.0
3874,42.0,42.0
3875,42.0,42.0
3876,42.0,42.0
3877,42.0,41.0
3878,42.0,41.0
3879,42.0,41.0
3880,42.0,41.0
3881,42.0,41.0
3882,0.0,42.0
3883,42.0,42.0
3884,41.0,42.0
3885,41.0,42.0
3886,42.0,42.0
3887,42.0,41.0
3888,42.0,41.0
3889,42.0,41.0
